
DATA_PATH, n, d, k: /home/philipp/data-for-pc-sos-sdp-solver/movement_libras.txt 360 90 15
CONSTRAINTS_PATH: /home/philipp/data-for-pc-sos-sdp-solver/movement_libras_constraints_0.2.txt
LOG_PATH: /home/philipp/data-for-pc-sos-sdp-solver/movement_libras_log_0.2.txt

BRANCH_AND_BOUND_TOL: 0.0001
BRANCH_AND_BOUND_PARALLEL: 16
BRANCH_AND_BOUND_MAX_NODES: 200
BRANCH_AND_BOUND_VISITING_STRATEGY: 0

SDP_SOLVER_SESSION_THREADS_ROOT: 16
SDP_SOLVER_SESSION_THREADS: 1
SDP_SOLVER_FOLDER: /home/pc-sos-sdp/SDPNAL+/
SDP_SOLVER_TOL: 1e-05
SDP_SOLVER_VERBOSE: 1
SDP_SOLVER_MAX_CP_ITER_ROOT: 80
SDP_SOLVER_MAX_CP_ITER: 40
SDP_SOLVER_CP_TOL: 1e-06
SDP_SOLVER_MAX_INEQ: 100000
SDP_SOLVER_INHERIT_PERC: 1
SDP_SOLVER_EPS_INEQ: 0.0001
SDP_SOLVER_EPS_ACTIVE: 1e-06
SDP_SOLVER_MAX_PAIR_INEQ: 100000
SDP_SOLVER_PAIR_PERC: 0.05
SDP_SOLVER_MAX_TRIANGLE_INEQ: 100000
SDP_SOLVER_TRIANGLE_PERC: 0.05


|    N| NODE_PAR|    NODE|      LB_PAR|          LB|  FLAG|  TIME (s)| CP_ITER| CP_FLAG|   CP_INEQ|     PAIR  TRIANGLE    CLIQUE|          UB|         GUB|     I      J|     NODE_GAP|          GAP|  OPEN|
|  203|        8|      20|     17480.7|       17505|     0|       512|       4|      -3|      2190|        0    219.25         0|     18069.3|     17908.5|   178    182|    0.0225344|    0.0231176|     5|
|  205|       10|      21|     17466.2|       17469|     0|       373|       2|      -3|      3324|      3.5      1119         0|     18118.7|     17908.5|     5    192|    0.0245433|      0.02264|     6|
|  204|        6|      22|     17463.6|       17480|     0|       557|       6|      -3|      2802|        0       174         0|     18192.6|     17908.5|     6    129|      0.02393|    0.0245433|     7|
|  204|       10|      23|     17466.2|     17485.2|     0|       433|       3|      -3|      3675|        2   766.667         0|     18153.3|     17908.5|     5    192|    0.0236381|      0.02393|     8|
|  203|       13|      24|     17467.8|     17483.4|     0|       400|       2|      -3|      6156|        1     508.5         0|     18133.6|     17908.5|     7    194|    0.0237389|      0.02393|     9|
|  203|       12|      25|     17483.2|     17488.3|     0|       558|       3|      -3|      4878|        0   240.667         0|     18128.7|     17908.5|   191    198|    0.0234635|    0.0237389|    10|
|  204|       13|      26|     17467.8|     17476.8|     0|       515|       3|      -3|      5708|        0   216.667         0|     18163.4|     17908.5|     7    194|    0.0241072|    0.0237389|    11|
|  202|       15|      27|     17477.7|       17506|     0|       364|       2|      -3|      4619|        0       490         0|       18107|     17908.5|   177    181|    0.0224773|    0.0241072|    12|
|  202|       12|      28|     17483.2|     17508.4|     0|       626|       4|      -3|      4413|     1.75     640.5         0|     18163.3|     17908.5|   191    198|    0.0223428|    0.0237389|    13|
|  202|       14|      29|     17512.6|     17545.8|     0|       467|       2|      -3|      3543|      1.5     716.5         0|     18146.9|     17908.5|     5    193|    0.0202521|    0.0236381|    14|
|  203|       17|      30|     17494.5|     17514.9|     0|       298|       2|      -3|      3280|        0     305.5         0|     18055.8|     17908.5|     8    199|    0.0219819|    0.0236381|    15|
|  204|       18|      31|     17487.2|     17500.2|     0|       435|       3|      -3|      2919|        0   420.667         0|     17998.6|     17908.5|   177    188|    0.0227992|    0.0234635|    16|
|  203|       18|      32|     17487.2|     17499.9|     0|       355|       2|      -3|      4685|        8    2082.5         0|     18178.5|     17908.5|   177    188|    0.0228171|    0.0234635|    17|
|  203|       14|      33|     17512.6|     17522.8|     0|       555|       4|      -3|      2213|      0.5       408         0|     18132.4|     17908.5|     5    193|    0.0215361|    0.0228171|    18|
|  204|       22|      34|       17480|     17485.1|     0|       233|       1|      -3|      2802|        0       197         0|     18192.6|     17908.5|     7    196|    0.0236455|    0.0228171|    19|
|  204|       17|      35|     17494.5|     17501.8|     0|       552|       4|      -3|      2579|        0    244.75         0|     18125.3|     17908.5|     8    199|     0.022711|    0.0236455|    20|
|  205|       21|      36|       17469|       17493|     0|       446|       3|      -3|      3017|        0   293.667         0|     18116.8|     17908.5|   178    182|    0.0232022|    0.0228171|    21|
|  203|       22|      37|       17480|     17502.5|     0|       387|       3|      -3|      3144|        1   619.667         0|     17912.3|     17908.5|     7    196|    0.0226711|    0.0232022|    22|
|  204|       23|      38|     17485.2|     17497.8|     0|       229|       1|      -3|      3675|        0       304         0|     18107.7|     17908.5|   178    188|    0.0229359|    0.0228171|    23|
|  203|       15|      39|     17477.7|     17503.6|     0|       850|       5|      -3|      4980|      2.4     683.8         0|     18086.5|     17908.5|   177    181|    0.0226119|    0.0229359|    24|
|  204|       21|      40|       17469|     17502.5|     0|       599|       5|      -3|      2237|      0.4     409.4         0|     18164.1|     17908.5|   178    182|    0.0226716|    0.0228171|    25|
|  203|       11|      41|       17485|     17501.1|     0|      1036|       4|      -3|      2572|      0.5     348.5         0|     17933.3|     17908.5|     5    130|    0.0227496|    0.0227992|    26|
|  204|       34|      42|     17485.1|     17492.7|     0|       315|       2|      -3|      2987|        0     359.5         0|     18137.1|     17908.5|   193    196|     0.023222|    0.0227992|    27|
|  203|       24|      43|     17483.4|     17487.9|     0|       504|       3|      -3|      5573|        0   163.667         0|     18133.6|     17908.5|     6    189|    0.0234896|     0.023222|    28|
|  203|       23|      44|     17485.2|     17494.9|     0|       354|       2|      -3|      3779|        0       536         0|     18160.7|     17908.5|   178    188|    0.0230975|    0.0234896|    29|
|  205|       36|      45|       17493|     17495.2|     0|       283|       1|      -3|      3017|        0        47         0|     18116.8|     17908.5|     7    190|    0.0230794|     0.023222|    30|
|  203|       25|      46|     17488.3|       17492|     0|       406|       2|      -3|      4691|        0     200.5         0|     18128.7|     17908.5|     6    188|    0.0232567|    0.0230975|    31|
|  202|       25|      47|     17488.3|     17517.3|     0|       369|       2|      -3|      4795|        4     936.5         0|     18186.3|     17908.5|     6    188|    0.0218442|    0.0232567|    32|
|  203|       34|      48|     17485.1|     17511.5|     0|       316|       2|      -3|      3260|        0     480.5         0|     18184.1|     17908.5|   193    196|    0.0221689|    0.0230975|    33|
|  202|       24|      49|     17483.4|     17508.2|     0|       473|       3|      -3|      5318|        0   189.333         0|     18182.2|     17908.5|     6    189|    0.0223565|    0.0230975|    34|
|  204|       26|      50|     17476.8|     17480.2|     0|       567|       1|      -3|      5708|        0       184         0|     18163.4|     17908.5|     5     49|    0.0239194|    0.0230794|    35|
|  203|       26|      51|     17476.8|     17493.1|     0|       613|       4|       3|      5116|        0       282         0|     18195.3|     17908.5|     5     49|    0.0231956|    0.0239194|    36|
|  204|       36|      52|       17493|     17523.8|     0|       326|       2|      -3|      3136|        0     324.5         0|     18102.6|     17908.5|     7    190|    0.0214818|    0.0231956|    37|
|  203|       32|      53|     17499.9|     17517.5|     0|       676|       4|      -3|      3466|      0.5     417.5         0|     18128.1|     17908.5|   177    183|    0.0218365|    0.0231956|    38|
|  204|       42|      54|     17492.7|     17507.9|     0|       292|       2|      -3|      3056|        0       368         0|     18077.1|     17908.5|   177    188|     0.022368|    0.0230794|    39|
|  203|       38|      55|     17497.8|     17527.4|     0|       334|       2|      -3|      3792|        0       431         0|     18151.8|     17908.5|     7    190|    0.0212816|    0.0230794|    40|
|  204|       38|      56|     17497.8|     17501.4|     0|       569|       3|      -3|      3499|        0   255.667         0|     18095.2|     17908.5|     7    190|    0.0227348|    0.0227992|    41|
|  203|       46|      57|       17492|     17499.6|     0|       370|       2|      -3|      4565|        0       171         0|     18191.3|     17908.5|     5    192|    0.0228329|    0.0227496|    42|
|  203|       31|      58|     17500.2|     17547.2|     0|       429|       3|      -3|      2420|        0   415.667         0|     18088.6|     17908.5|   189    191|     0.020176|    0.0228329|    43|
|  203|       44|      59|     17494.9|     17528.2|     0|       419|       2|      -3|      3052|      1.5     703.5         0|     18125.9|     17908.5|   178    182|    0.0212361|    0.0227496|    44|
|  202|       46|      60|       17492|     17520.1|     0|       385|       2|      -3|      4455|        0     377.5         0|     18128.7|     17908.5|     5    192|    0.0216895|    0.0227496|    45|
|  203|       51|      61|     17493.1|     17499.1|     0|       255|       1|      -3|      5116|        0       103         0|     18194.9|     17908.5|     5    192|    0.0228619|    0.0227348|    46|
|  205|       45|      62|     17495.2|       17497|     0|       279|       1|      -3|      3017|        0       115         0|     18131.4|     17908.5|     7    113|    0.0229779|    0.0228619|    47|
|  202|       44|      63|     17494.9|     17518.7|     0|       519|       4|       3|      2055|      0.5       597         0|     18160.7|     17908.5|   178    182|    0.0217649|    0.0229779|    48|
|  203|       50|      64|     17480.2|     17508.9|     0|       418|       2|      -3|      5496|        0     519.5         0|     18163.4|     17908.5|   178    182|    0.0223147|    0.0228619|    49|
|  203|       42|      65|     17492.7|     17506.1|     0|       615|       4|      -3|      6345|      4.5   1197.25         0|     18150.5|     17908.5|   177    188|    0.0224695|    0.0227348|    50|
|  203|       43|      66|     17487.9|     17513.2|     0|       696|       4|      -3|      3209|        0    208.75         0|     18105.6|     17908.5|   178    182|    0.0220751|    0.0227348|    51|
|  202|       43|      67|     17487.9|     17517.7|     0|       636|       4|      -3|      2905|        0    363.75         0|     18133.6|     17908.5|   178    182|    0.0218241|     0.022711|    52|
|  202|       32|      68|     17499.9|     17524.7|     0|       807|       6|      -3|      3725|        0   287.833         0|     18178.5|     17908.5|   177    183|    0.0214318|     0.022711|    53|
|  203|       61|      69|     17499.1|     17504.3|     0|       256|       1|      -3|      5116|        0       257         0|     18194.9|     17908.5|     5     55|    0.0225733|    0.0226716|    54|
|  202|       51|      70|     17493.1|     17531.7|     0|       537|       3|      -3|      4959| 0.333333   369.333         0|     18195.4|     17908.5|     5    192|      0.02104|    0.0226716|    55|
|  205|       62|      71|       17497|     17500.2|     0|       248|       1|      -3|      3017|        0       164         0|       18144|     17908.5|     5    194|    0.0228009|    0.0226711|    56|
|  204|       31|      72|     17500.2|     17505.5|     0|       482|       4|      -3|      2353|        0       246         0|     17998.6|     17908.5|   189    191|    0.0225021|    0.0228009|    57|
|  204|       45|      73|     17495.2|     17507.8|     0|       612|       4|      -3|      4400|        3     910.5         0|       18102|     17908.5|     7    113|    0.0223754|    0.0226711|    58|
|  203|       41|      74|     17501.1|     17505.5|     0|       477|       4|      -3|      2383|        0     285.5         0|     17933.3|     17908.5|     6     18|    0.0225044|    0.0226711|    59|
|  204|       62|      75|       17497|     17526.2|     0|       358|       2|      -3|      3084|        0       342         0|     18131.4|     17908.5|     5    194|    0.0213494|      0.02264|    60|
|  203|       57|      76|     17499.6|     17509.4|     0|       629|       4|      -3|      4493|        0    243.25         0|     18216.3|     17908.5|   192    195|    0.0222854|      0.02264|    61|
|  204|       50|      77|     17480.2|     17505.3|     0|       939|       4|      -3|      3301|        0       267         0|     18159.1|     17908.5|   178    182|    0.0225166|    0.0226119|    62|
|  204|       56|      78|     17501.4|     17505.4|     0|       405|       2|      -3|      3585|        0       176         0|     18095.2|     17908.5|   192    195|      0.02251|    0.0226119|    63|
|  204|       35|      79|     17501.8|     17509.4|     0|       355|       2|      -3|      2206|        0     249.5         0|     18142.8|     17908.5|     5    193|    0.0222861|    0.0225733|    64|
|  202|       57|      80|     17499.6|     17530.3|     0|       662|       5|      -3|      4390|        0     259.8         0|     18186.5|     17908.5|   192    195|    0.0211185|    0.0225733|    65|
|  202|       41|      81|     17501.1|     17541.7|     0|       643|       4|      -3|      2343|      1.5    756.75         0|     18110.3|     17908.5|     6     18|    0.0204824|    0.0225344|    66|
